서비스 ID,서비스명,OPENAPI서비스명,요청주소,요청기본인자,기본샘플명,기본샘플주소,OPENAPI메타URL
OA-18015,서울시 마포구 집단급식소 인허가 정보,LOCALDATA_072102_MP,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072102_MP/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072102_MP/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072102_MP/1/5/,https://data.mapo.go.kr/openinf/openapiview.jsp?infId=OA-18015
OA-18016,서울시 양천구 집단급식소 인허가 정보,LOCALDATA_072102_YC,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072102_YC/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072102_YC/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072102_YC/1/5/,https://data.yangcheon.go.kr/openinf/openapiview.jsp?infId=OA-18016
OA-18017,서울시 강서구 집단급식소 인허가 정보,LOCALDATA_072102_GS,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072102_GS/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072102_GS/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072102_GS/1/5/,https://data.gangseo.go.kr/openinf/openapiview.jsp?infId=OA-18017
OA-18018,서울시 구로구 집단급식소 인허가 정보,LOCALDATA_072102_GR,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072102_GR/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072102_GR/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072102_GR/1/5/,https://data.guro.go.kr/openinf/openapiview.jsp?infId=OA-18018
OA-18019,서울시 금천구 집단급식소 인허가 정보,LOCALDATA_072102_GC,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072102_GC/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072102_GC/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072102_GC/1/5/,https://data.geumcheon.go.kr/openinf/openapiview.jsp?infId=OA-18019
OA-18020,서울시 영등포구 집단급식소 인허가 정보,LOCALDATA_072102_YD,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072102_YD/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072102_YD/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072102_YD/1/5/,https://data.ydp.go.kr/openinf/openapiview.jsp?infId=OA-18020
OA-18021,서울시 동작구 집단급식소 인허가 정보,LOCALDATA_072102_DJ,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072102_DJ/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072102_DJ/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072102_DJ/1/5/,https://data.dongjak.go.kr/openinf/openapiview.jsp?infId=OA-18021
OA-18022,서울시 관악구 집단급식소 인허가 정보,LOCALDATA_072102_GA,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072102_GA/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072102_GA/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072102_GA/1/5/,https://data.gwanak.go.kr/openinf/openapiview.jsp?infId=OA-18022
OA-18023,서울시 서초구 집단급식소 인허가 정보,LOCALDATA_072102_SC,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072102_SC/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072102_SC/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072102_SC/1/5/,https://data.seocho.go.kr/openinf/openapiview.jsp?infId=OA-18023
OA-18024,서울시 강남구 집단급식소 인허가 정보,LOCALDATA_072102_GN,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072102_GN/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072102_GN/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072102_GN/1/5/,https://data.gangnam.go.kr/openinf/openapiview.jsp?infId=OA-18024
OA-18025,서울시 송파구 집단급식소 인허가 정보,LOCALDATA_072102_SP,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072102_SP/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072102_SP/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072102_SP/1/5/,https://data.songpa.go.kr/openinf/openapiview.jsp?infId=OA-18025
OA-18026,서울시 강동구 집단급식소 인허가 정보,LOCALDATA_072102_GD,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072102_GD/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072102_GD/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072102_GD/1/5/,https://data.gd.go.kr/openinf/openapiview.jsp?infId=OA-18026
OA-18027,서울시 종로구 집단급식소식품판매업 인허가 정보,LOCALDATA_072201_JN,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072201_JN/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_JN/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_JN/1/5/,https://data.jongno.go.kr/openinf/openapiview.jsp?infId=OA-18027
OA-18028,서울시 중구 집단급식소식품판매업 인허가 정보,LOCALDATA_072201_JG,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072201_JG/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_JG/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_JG/1/5/,https://data.junggu.go.kr/openinf/openapiview.jsp?infId=OA-18028
OA-18029,서울시 용산구 집단급식소식품판매업 인허가 정보,LOCALDATA_072201_YS,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072201_YS/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_YS/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_YS/1/5/,https://data.yongsan.go.kr/openinf/openapiview.jsp?infId=OA-18029
OA-18030,서울시 성동구 집단급식소식품판매업 인허가 정보,LOCALDATA_072201_SD,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072201_SD/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_SD/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_SD/1/5/,https://data.sd.go.kr/openinf/openapiview.jsp?infId=OA-18030
OA-18031,서울시 광진구 집단급식소식품판매업 인허가 정보,LOCALDATA_072201_GJ,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072201_GJ/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_GJ/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_GJ/1/5/,https://data.gwangjin.go.kr/openinf/openapiview.jsp?infId=OA-18031
OA-18032,서울시 동대문구 집단급식소식품판매업 인허가 정보,LOCALDATA_072201_DD,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072201_DD/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_DD/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_DD/1/5/,https://data.ddm.go.kr/openinf/openapiview.jsp?infId=OA-18032
OA-18033,서울시 중랑구 집단급식소식품판매업 인허가 정보,LOCALDATA_072201_JR,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072201_JR/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_JR/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_JR/1/5/,https://data.jungnang.go.kr/openinf/openapiview.jsp?infId=OA-18033
OA-18034,서울시 성북구 집단급식소식품판매업 인허가 정보,LOCALDATA_072201_SB,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072201_SB/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_SB/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_SB/1/5/,https://data.sb.go.kr/openinf/openapiview.jsp?infId=OA-18034
OA-18035,서울시 강북구 집단급식소식품판매업 인허가 정보,LOCALDATA_072201_GB,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072201_GB/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_GB/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_GB/1/5/,https://data.gangbuk.go.kr/openinf/openapiview.jsp?infId=OA-18035
OA-18036,서울시 도봉구 집단급식소식품판매업 인허가 정보,LOCALDATA_072201_DB,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072201_DB/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_DB/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_DB/1/5/,https://data.dobong.go.kr/openinf/openapiview.jsp?infId=OA-18036
OA-18037,서울시 노원구 집단급식소식품판매업 인허가 정보,LOCALDATA_072201_NW,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072201_NW/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_NW/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_NW/1/5/,https://data.nowon.go.kr/openinf/openapiview.jsp?infId=OA-18037
OA-18038,서울시 은평구 집단급식소식품판매업 인허가 정보,LOCALDATA_072201_EP,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072201_EP/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_EP/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_EP/1/5/,https://data.ep.go.kr/openinf/openapiview.jsp?infId=OA-18038
OA-18039,서울시 서대문구 집단급식소식품판매업 인허가 정보,LOCALDATA_072201_SM,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072201_SM/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_SM/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_SM/1/5/,https://data.sdm.go.kr/openinf/openapiview.jsp?infId=OA-18039
OA-18040,서울시 마포구 집단급식소식품판매업 인허가 정보,LOCALDATA_072201_MP,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072201_MP/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_MP/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_MP/1/5/,https://data.mapo.go.kr/openinf/openapiview.jsp?infId=OA-18040
OA-18041,서울시 양천구 집단급식소식품판매업 인허가 정보,LOCALDATA_072201_YC,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072201_YC/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_YC/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_YC/1/5/,https://data.yangcheon.go.kr/openinf/openapiview.jsp?infId=OA-18041
OA-18042,서울시 강서구 집단급식소식품판매업 인허가 정보,LOCALDATA_072201_GS,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072201_GS/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_GS/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_GS/1/5/,https://data.gangseo.go.kr/openinf/openapiview.jsp?infId=OA-18042
OA-18043,서울시 구로구 집단급식소식품판매업 인허가 정보,LOCALDATA_072201_GR,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072201_GR/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_GR/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_GR/1/5/,https://data.guro.go.kr/openinf/openapiview.jsp?infId=OA-18043
OA-18044,서울시 금천구 집단급식소식품판매업 인허가 정보,LOCALDATA_072201_GC,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072201_GC/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_GC/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_GC/1/5/,https://data.geumcheon.go.kr/openinf/openapiview.jsp?infId=OA-18044
OA-18045,서울시 영등포구 집단급식소식품판매업 인허가 정보,LOCALDATA_072201_YD,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072201_YD/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_YD/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_YD/1/5/,https://data.ydp.go.kr/openinf/openapiview.jsp?infId=OA-18045
OA-18046,서울시 동작구 집단급식소식품판매업 인허가 정보,LOCALDATA_072201_DJ,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072201_DJ/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_DJ/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_DJ/1/5/,https://data.dongjak.go.kr/openinf/openapiview.jsp?infId=OA-18046
OA-18047,서울시 관악구 집단급식소식품판매업 인허가 정보,LOCALDATA_072201_GA,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072201_GA/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_GA/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_GA/1/5/,https://data.gwanak.go.kr/openinf/openapiview.jsp?infId=OA-18047
OA-18048,서울시 서초구 집단급식소식품판매업 인허가 정보,LOCALDATA_072201_SC,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072201_SC/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_SC/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_SC/1/5/,https://data.seocho.go.kr/openinf/openapiview.jsp?infId=OA-18048
OA-18049,서울시 강남구 집단급식소식품판매업 인허가 정보,LOCALDATA_072201_GN,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072201_GN/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_GN/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_GN/1/5/,https://data.gangnam.go.kr/openinf/openapiview.jsp?infId=OA-18049
OA-18050,서울시 송파구 집단급식소식품판매업 인허가 정보,LOCALDATA_072201_SP,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072201_SP/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_SP/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_SP/1/5/,https://data.songpa.go.kr/openinf/openapiview.jsp?infId=OA-18050
OA-18051,서울시 강동구 집단급식소식품판매업 인허가 정보,LOCALDATA_072201_GD,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072201_GD/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_GD/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072201_GD/1/5/,https://data.gd.go.kr/openinf/openapiview.jsp?infId=OA-18051
OA-18052,서울시 종로구 건강기능식품유통전문판매업 인허가 정보,LOCALDATA_072202_JN,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072202_JN/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_JN/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_JN/1/5/,https://data.jongno.go.kr/openinf/openapiview.jsp?infId=OA-18052
OA-18053,서울시 중구 건강기능식품유통전문판매업 인허가 정보,LOCALDATA_072202_JG,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072202_JG/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_JG/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_JG/1/5/,https://data.junggu.go.kr/openinf/openapiview.jsp?infId=OA-18053
OA-18054,서울시 용산구 건강기능식품유통전문판매업 인허가 정보,LOCALDATA_072202_YS,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072202_YS/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_YS/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_YS/1/5/,https://data.yongsan.go.kr/openinf/openapiview.jsp?infId=OA-18054
OA-18055,서울시 성동구 건강기능식품유통전문판매업 인허가 정보,LOCALDATA_072202_SD,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072202_SD/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_SD/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_SD/1/5/,https://data.sd.go.kr/openinf/openapiview.jsp?infId=OA-18055
OA-18056,서울시 광진구 건강기능식품유통전문판매업 인허가 정보,LOCALDATA_072202_GJ,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072202_GJ/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_GJ/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_GJ/1/5/,https://data.gwangjin.go.kr/openinf/openapiview.jsp?infId=OA-18056
OA-18057,서울시 동대문구 건강기능식품유통전문판매업 인허가 정보,LOCALDATA_072202_DD,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072202_DD/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_DD/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_DD/1/5/,https://data.ddm.go.kr/openinf/openapiview.jsp?infId=OA-18057
OA-18058,서울시 중랑구 건강기능식품유통전문판매업 인허가 정보,LOCALDATA_072202_JR,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072202_JR/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_JR/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_JR/1/5/,https://data.jungnang.go.kr/openinf/openapiview.jsp?infId=OA-18058
OA-18059,서울시 성북구 건강기능식품유통전문판매업 인허가 정보,LOCALDATA_072202_SB,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072202_SB/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_SB/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_SB/1/5/,https://data.sb.go.kr/openinf/openapiview.jsp?infId=OA-18059
OA-18060,서울시 강북구 건강기능식품유통전문판매업 인허가 정보,LOCALDATA_072202_GB,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072202_GB/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_GB/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_GB/1/5/,https://data.gangbuk.go.kr/openinf/openapiview.jsp?infId=OA-18060
OA-18061,서울시 도봉구 건강기능식품유통전문판매업 인허가 정보,LOCALDATA_072202_DB,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072202_DB/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_DB/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_DB/1/5/,https://data.dobong.go.kr/openinf/openapiview.jsp?infId=OA-18061
OA-18062,서울시 노원구 건강기능식품유통전문판매업 인허가 정보,LOCALDATA_072202_NW,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072202_NW/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_NW/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_NW/1/5/,https://data.nowon.go.kr/openinf/openapiview.jsp?infId=OA-18062
OA-18063,서울시 은평구 건강기능식품유통전문판매업 인허가 정보,LOCALDATA_072202_EP,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072202_EP/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_EP/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_EP/1/5/,https://data.ep.go.kr/openinf/openapiview.jsp?infId=OA-18063
OA-18064,서울시 서대문구 건강기능식품유통전문판매업 인허가 정보,LOCALDATA_072202_SM,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072202_SM/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_SM/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_SM/1/5/,https://data.sdm.go.kr/openinf/openapiview.jsp?infId=OA-18064
OA-18065,서울시 마포구 건강기능식품유통전문판매업 인허가 정보,LOCALDATA_072202_MP,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072202_MP/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_MP/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_MP/1/5/,https://data.mapo.go.kr/openinf/openapiview.jsp?infId=OA-18065
OA-18066,서울시 양천구 건강기능식품유통전문판매업 인허가 정보,LOCALDATA_072202_YC,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072202_YC/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_YC/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_YC/1/5/,https://data.yangcheon.go.kr/openinf/openapiview.jsp?infId=OA-18066
OA-18067,서울시 강서구 건강기능식품유통전문판매업 인허가 정보,LOCALDATA_072202_GS,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072202_GS/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_GS/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_GS/1/5/,https://data.gangseo.go.kr/openinf/openapiview.jsp?infId=OA-18067
OA-18068,서울시 구로구 건강기능식품유통전문판매업 인허가 정보,LOCALDATA_072202_GR,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072202_GR/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_GR/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_GR/1/5/,https://data.guro.go.kr/openinf/openapiview.jsp?infId=OA-18068
OA-18069,서울시 금천구 건강기능식품유통전문판매업 인허가 정보,LOCALDATA_072202_GC,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072202_GC/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_GC/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_GC/1/5/,https://data.geumcheon.go.kr/openinf/openapiview.jsp?infId=OA-18069
OA-18070,서울시 영등포구 건강기능식품유통전문판매업 인허가 정보,LOCALDATA_072202_YD,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072202_YD/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_YD/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_YD/1/5/,https://data.ydp.go.kr/openinf/openapiview.jsp?infId=OA-18070
OA-18071,서울시 동작구 건강기능식품유통전문판매업 인허가 정보,LOCALDATA_072202_DJ,http://openAPI.seoul.go.kr:8088,"/인증키/요청타입(xml,xls,json)/LOCALDATA_072202_DJ/요청위치(정수)/요청종료위치(정수)",http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_DJ/1/5/,http://openapi.seoul.go.kr:8088/sample/xml/LOCALDATA_072202_DJ/1/5/,https://data.dongjak.go.kr/openinf/openapiview.jsp?infId=OA-18071
